"initial_alias","converted_alias","name","description","namespace"
"SMIM27","ENSG00000235453","SMIM27","small integral membrane protein 27 [Source:HGNC Symbol;Acc:HGNC:31420]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NFAM1","ENSG00000235568","NFAM1","NFAT activating protein with ITAM motif 1 [Source:HGNC Symbol;Acc:HGNC:29872]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NKX1-1","ENSG00000235608","NKX1-1","NK1 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:24975]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RNF148","ENSG00000235631","RNF148","ring finger protein 148 [Source:HGNC Symbol;Acc:HGNC:22411]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CXORF51B","ENSG00000235699","CXorf51B","chromosome X open reading frame 51B [Source:HGNC Symbol;Acc:HGNC:42787]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ANKRD34C","ENSG00000235711","ANKRD34C","ankyrin repeat domain 34C [Source:HGNC Symbol;Acc:HGNC:33888]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MFRP","ENSG00000235718","MFRP","membrane frizzled-related protein [Source:HGNC Symbol;Acc:HGNC:18121]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KIAA0040","ENSG00000235750","KIAA0040","KIAA0040 [Source:HGNC Symbol;Acc:HGNC:28950]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"B3GALT4","ENSG00000235863","B3GALT4","beta-1,3-galactosyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:919]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LCE6A","ENSG00000235942","LCE6A","late cornified envelope 6A [Source:HGNC Symbol;Acc:HGNC:31824]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PNMA6A","ENSG00000235961","PNMA6A","PNMA family member 6A [Source:HGNC Symbol;Acc:HGNC:28248]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PATE3","ENSG00000236027","PATE3","prostate and testis expressed 3 [Source:HGNC Symbol;Acc:HGNC:35426]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OR5H14","ENSG00000236032","OR5H14","olfactory receptor family 5 subfamily H member 14 [Source:HGNC Symbol;Acc:HGNC:31286]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZBTB22","ENSG00000236104","ZBTB22","zinc finger and BTB domain containing 22 [Source:HGNC Symbol;Acc:HGNC:13085]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"USP17L4","ENSG00000236125","USP17L4","ubiquitin specific peptidase 17 like family member 4 [Source:HGNC Symbol;Acc:HGNC:37176]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CLEC2L","ENSG00000236279","CLEC2L","C-type lectin domain family 2 member L [Source:HGNC Symbol;Acc:HGNC:21969]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZBED5","ENSG00000236287","ZBED5","zinc finger BED-type containing 5 [Source:HGNC Symbol;Acc:HGNC:30803]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLFN14","ENSG00000236320","SLFN14","schlafen family member 14 [Source:HGNC Symbol;Acc:HGNC:32689]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PPIAL4G","ENSG00000236334","PPIAL4G","peptidylprolyl isomerase A like 4G [Source:HGNC Symbol;Acc:HGNC:33996]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GAGE12F","ENSG00000236362","GAGE12F","G antigen 12F [Source:HGNC Symbol;Acc:HGNC:31906]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CT47A1","ENSG00000224089","CT47A10","cancer/testis antigen family 47 member A10 [Source:HGNC Symbol;Acc:HGNC:33291]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CT47A1","ENSG00000226023","CT47A6","cancer/testis antigen family 47 member A6 [Source:HGNC Symbol;Acc:HGNC:33287]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CT47A1","ENSG00000226600","CT47A9","cancer/testis antigen family 47 member A9 [Source:HGNC Symbol;Acc:HGNC:33290]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CT47A1","ENSG00000226685","CT47A12","cancer/testis antigen family 47 member A12 [Source:HGNC Symbol;Acc:HGNC:33292]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CT47A1","ENSG00000226929","CT47A11","cancer/testis antigen family 47 member A11 [Source:HGNC Symbol;Acc:HGNC:27397]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CT47A1","ENSG00000228517","CT47A7","cancer/testis antigen family 47 member A7 [Source:HGNC Symbol;Acc:HGNC:33288]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CT47A1","ENSG00000230347","CT47A8","cancer/testis antigen family 47 member A8 [Source:HGNC Symbol;Acc:HGNC:33289]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CT47A1","ENSG00000230594","CT47A4","cancer/testis antigen family 47 member A4 [Source:HGNC Symbol;Acc:HGNC:33285]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CT47A1","ENSG00000236126","CT47A3","cancer/testis antigen family 47 member A3 [Source:HGNC Symbol;Acc:HGNC:33284]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CT47A1","ENSG00000236371","CT47A1","cancer/testis antigen family 47 member A1 [Source:HGNC Symbol;Acc:HGNC:33282]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CT47A1","ENSG00000237957","CT47A5","cancer/testis antigen family 47 member A5 [Source:HGNC Symbol;Acc:HGNC:33286]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CT47A1","ENSG00000242362","CT47A2","cancer/testis antigen family 47 member A2 [Source:HGNC Symbol;Acc:HGNC:33283]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CCDC200","ENSG00000236383","CCDC200","coiled-coil domain containing 200 [Source:HGNC Symbol;Acc:HGNC:43658]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC35G4","ENSG00000236396","SLC35G4","solute carrier family 35 member G4 [Source:HGNC Symbol;Acc:HGNC:31043]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TAS2R39","ENSG00000236398","TAS2R39","taste 2 receptor member 39 [Source:HGNC Symbol;Acc:HGNC:18886]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TSPY10","ENSG00000228927","TSPY3","testis specific protein Y-linked 3 [Source:HGNC Symbol;Acc:HGNC:33876]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TSPY10","ENSG00000236424","TSPY10","testis specific protein Y-linked 10 [Source:HGNC Symbol;Acc:HGNC:37473]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UBE2L5","ENSG00000236444","UBE2L5","ubiquitin conjugating enzyme E2 L5 [Source:HGNC Symbol;Acc:HGNC:13477]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CT47B1","ENSG00000236446","CT47B1","cancer/testis antigen family 47 member B1 [Source:HGNC Symbol;Acc:HGNC:33293]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AL354761.1","None","None","None",""
"ZNF853","ENSG00000236609","ZNF853","zinc finger protein 853 [Source:HGNC Symbol;Acc:HGNC:21767]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IFNA4","ENSG00000236637","IFNA4","interferon alpha 4 [Source:HGNC Symbol;Acc:HGNC:5425]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARHGEF38","ENSG00000236699","ARHGEF38","Rho guanine nucleotide exchange factor 38 [Source:HGNC Symbol;Acc:HGNC:25968]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CTAGE9","ENSG00000236761","CTAGE9","CTAGE family member 9 [Source:HGNC Symbol;Acc:HGNC:37275]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C3ORF84","ENSG00000236980","C3orf84","chromosome 3 open reading frame 84 [Source:HGNC Symbol;Acc:HGNC:44666]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OR10G9","ENSG00000236981","OR10G9","olfactory receptor family 10 subfamily G member 9 [Source:HGNC Symbol;Acc:HGNC:15129]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"USP17L8","ENSG00000236125","USP17L4","ubiquitin specific peptidase 17 like family member 4 [Source:HGNC Symbol;Acc:HGNC:37176]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"USP17L8","ENSG00000237038","USP17L8","ubiquitin specific peptidase 17 like family member 8 [Source:HGNC Symbol;Acc:HGNC:37181]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TAAR9","ENSG00000237110","TAAR9","trace amine associated receptor 9 [Source:HGNC Symbol;Acc:HGNC:20977]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C4ORF51","ENSG00000237136","C4orf51","chromosome 4 open reading frame 51 [Source:HGNC Symbol;Acc:HGNC:37264]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"B3GNT9","ENSG00000237172","B3GNT9","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:28714]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDKN2AIPNL","ENSG00000237190","CDKN2AIPNL","CDKN2A interacting protein N-terminal like [Source:HGNC Symbol;Acc:HGNC:30545]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MBD3L5","ENSG00000237247","MBD3L5","methyl-CpG binding domain protein 3 like 5 [Source:HGNC Symbol;Acc:HGNC:37204]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CKMT1B","ENSG00000223572","CKMT1A","creatine kinase, mitochondrial 1A [Source:HGNC Symbol;Acc:HGNC:31736]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CKMT1B","ENSG00000237289","CKMT1B","creatine kinase, mitochondrial 1B [Source:HGNC Symbol;Acc:HGNC:1995]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RNF223","ENSG00000237330","RNF223","ring finger protein 223 [Source:HGNC Symbol;Acc:HGNC:40020]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PATE4","ENSG00000237353","PATE4","prostate and testis expressed 4 [Source:HGNC Symbol;Acc:HGNC:35427]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AL445989.1","None","None","None",""
"OR4A47","ENSG00000237388","OR4A47","olfactory receptor family 4 subfamily A member 47 [Source:HGNC Symbol;Acc:HGNC:31266]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRSS56","ENSG00000237412","PRSS56","serine protease 56 [Source:HGNC Symbol;Acc:HGNC:39433]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF737","ENSG00000237440","ZNF737","zinc finger protein 737 [Source:HGNC Symbol;Acc:HGNC:32468]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RGL2","ENSG00000237441","RGL2","ral guanine nucleotide dissociation stimulator like 2 [Source:HGNC Symbol;Acc:HGNC:9769]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BHMG1","None","None","None",""
"C10ORF143","ENSG00000237489","C10orf143","chromosome 10 open reading frame 143 [Source:HGNC Symbol;Acc:HGNC:48677]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SHISA9","ENSG00000237515","SHISA9","shisa family member 9 [Source:HGNC Symbol;Acc:HGNC:37231]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OR7E24","ENSG00000237521","OR7E24","olfactory receptor family 7 subfamily E member 24 [Source:HGNC Symbol;Acc:HGNC:8396]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TEX51","ENSG00000237524","TEX51","testis expressed 51 [Source:HGNC Symbol;Acc:HGNC:52387]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HLA-DQA2","ENSG00000237541","HLA-DQA2","major histocompatibility complex, class II, DQ alpha 2 [Source:HGNC Symbol;Acc:HGNC:4943]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KIFC1","ENSG00000237649","KIFC1","kinesin family member C1 [Source:HGNC Symbol;Acc:HGNC:6389]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C2ORF74","ENSG00000237651","C2orf74","chromosome 2 open reading frame 74 [Source:HGNC Symbol;Acc:HGNC:34439]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GAGE12C","ENSG00000237671","GAGE12C","G antigen 12C [Source:HGNC Symbol;Acc:HGNC:28402]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"IRGM","ENSG00000237693","IRGM","immunity related GTPase M [Source:HGNC Symbol;Acc:HGNC:29597]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRAMEF33","ENSG00000237700","PRAMEF33","PRAME family member 33 [Source:HGNC Symbol;Acc:HGNC:49193]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AMY1A","ENSG00000174876","AMY1B","amylase alpha 1B [Source:HGNC Symbol;Acc:HGNC:475]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AMY1A","ENSG00000237763","AMY1A","amylase alpha 1A [Source:HGNC Symbol;Acc:HGNC:474]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FAM200B","ENSG00000237765","FAM200B","family with sequence similarity 200 member B [Source:HGNC Symbol;Acc:HGNC:27740]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LRRC37A2","ENSG00000238083","LRRC37A2","leucine rich repeat containing 37 member A2 [Source:HGNC Symbol;Acc:HGNC:32404]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MPC1L","ENSG00000238205","MPC1L","mitochondrial pyruvate carrier 1 like [Source:HGNC Symbol;Acc:HGNC:44205]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ETDA","ENSG00000238210","ETDA","embryonic testis differentiation homolog A [Source:HGNC Symbol;Acc:HGNC:53449]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMEM250","ENSG00000238227","TMEM250","transmembrane protein 250 [Source:HGNC Symbol;Acc:HGNC:31009]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OR2W3","ENSG00000238243","OR2W3","olfactory receptor family 2 subfamily W member 3 [Source:HGNC Symbol;Acc:HGNC:15021]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PAGE2B","ENSG00000238269","PAGE2B","PAGE family member 2B [Source:HGNC Symbol;Acc:HGNC:31805]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TXNDC5","ENSG00000239264","TXNDC5","thioredoxin domain containing 5 [Source:HGNC Symbol;Acc:HGNC:21073]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CASTOR1","ENSG00000239282","CASTOR1","cytosolic arginine sensor for mTORC1 subunit 1 [Source:HGNC Symbol;Acc:HGNC:34423]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RNF103","ENSG00000239305","RNF103","ring finger protein 103 [Source:HGNC Symbol;Acc:HGNC:12859]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RBM14","ENSG00000239306","RBM14","RNA binding motif protein 14 [Source:HGNC Symbol;Acc:HGNC:14219]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ALKBH6","ENSG00000239382","ALKBH6","alkB homolog 6 [Source:HGNC Symbol;Acc:HGNC:28243]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ASB14","ENSG00000239388","ASB14","ankyrin repeat and SOCS box containing 14 [Source:HGNC Symbol;Acc:HGNC:19766]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PCDHA13","ENSG00000239389","PCDHA13","protocadherin alpha 13 [Source:HGNC Symbol;Acc:HGNC:8667]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KLHL41","ENSG00000239474","KLHL41","kelch like family member 41 [Source:HGNC Symbol;Acc:HGNC:16905]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OR1J4","ENSG00000239590","OR1J4","olfactory receptor family 1 subfamily J member 4 [Source:HGNC Symbol;Acc:HGNC:8211]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"STPG4","ENSG00000239605","STPG4","sperm-tail PG-rich repeat containing 4 [Source:HGNC Symbol;Acc:HGNC:26850]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRR20G","ENSG00000239620","PRR20G","proline rich 20G [Source:HGNC Symbol;Acc:HGNC:53837]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MEIKIN","ENSG00000239642","MEIKIN","meiotic kinetochore factor [Source:HGNC Symbol;Acc:HGNC:51253]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NME1","ENSG00000239672","NME1","NME/NM23 nucleoside diphosphate kinase 1 [Source:HGNC Symbol;Acc:HGNC:7849]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TNFSF12","ENSG00000239697","TNFSF12","TNF superfamily member 12 [Source:HGNC Symbol;Acc:HGNC:11927]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDRT4","ENSG00000239704","CDRT4","CMT1A duplicated region transcript 4 [Source:HGNC Symbol;Acc:HGNC:14383]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDRT4","ENSG00000259024","TVP23C-CDRT4","TVP23C-CDRT4 readthrough [Source:HGNC Symbol;Acc:HGNC:42961]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APOBEC3G","ENSG00000239713","APOBEC3G","apolipoprotein B mRNA editing enzyme catalytic subunit 3G [Source:HGNC Symbol;Acc:HGNC:17357]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TLR9","ENSG00000239732","TLR9","toll like receptor 9 [Source:HGNC Symbol;Acc:HGNC:15633]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"WBP1","ENSG00000239779","WBP1","WW domain binding protein 1 [Source:HGNC Symbol;Acc:HGNC:12737]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPS17","ENSG00000239789","MRPS17","mitochondrial ribosomal protein S17 [Source:HGNC Symbol;Acc:HGNC:14047]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRAMEF11","ENSG00000239810","PRAMEF11","PRAME family member 11 [Source:HGNC Symbol;Acc:HGNC:14086]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DEFA3","ENSG00000239839","DEFA3","defensin alpha 3 [Source:HGNC Symbol;Acc:HGNC:2762]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GET4","ENSG00000239857","GET4","guided entry of tail-anchored proteins factor 4 [Source:HGNC Symbol;Acc:HGNC:21690]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KRTAP9-2","ENSG00000239886","KRTAP9-2","keratin associated protein 9-2 [Source:HGNC Symbol;Acc:HGNC:16926]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C1ORF226","ENSG00000239887","C1orf226","chromosome 1 open reading frame 226 [Source:HGNC Symbol;Acc:HGNC:34351]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ADSL","ENSG00000239900","ADSL","adenylosuccinate lyase [Source:HGNC Symbol;Acc:HGNC:291]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LILRA4","ENSG00000239961","LILRA4","leukocyte immunoglobulin like receptor A4 [Source:HGNC Symbol;Acc:HGNC:15503]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LILRA2","ENSG00000239998","LILRA2","leukocyte immunoglobulin like receptor A2 [Source:HGNC Symbol;Acc:HGNC:6603]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TEX35","ENSG00000240021","TEX35","testis expressed 35 [Source:HGNC Symbol;Acc:HGNC:25366]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AMY2B","ENSG00000240038","AMY2B","amylase alpha 2B [Source:HGNC Symbol;Acc:HGNC:478]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"STRIT1","ENSG00000240045","STRIT1","small transmembrane regulator of ion transport 1 [Source:HGNC Symbol;Acc:HGNC:52297]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LY6G5B","ENSG00000240053","LY6G5B","lymphocyte antigen 6 family member G5B [Source:HGNC Symbol;Acc:HGNC:13931]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSMB9","ENSG00000240065","PSMB9","proteasome 20S subunit beta 9 [Source:HGNC Symbol;Acc:HGNC:9546]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PCDHGC3","ENSG00000240184","PCDHGC3","protocadherin gamma subfamily C, 3 [Source:HGNC Symbol;Acc:HGNC:8716]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SMKR1","ENSG00000240204","SMKR1","small lysine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:43561]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COX19","ENSG00000240230","COX19","cytochrome c oxidase assembly factor COX19 [Source:HGNC Symbol;Acc:HGNC:28074]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DEFA1B","ENSG00000240247","DEFA1B","defensin alpha 1B [Source:HGNC Symbol;Acc:HGNC:33596]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"ACAD11","ENSG00000240303","ACAD11","acyl-CoA dehydrogenase family member 11 [Source:HGNC Symbol;Acc:HGNC:30211]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PPIL3","ENSG00000240344","PPIL3","peptidylprolyl isomerase like 3 [Source:HGNC Symbol;Acc:HGNC:9262]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LCE1F","ENSG00000240386","LCE1F","late cornified envelope 1F [Source:HGNC Symbol;Acc:HGNC:29467]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KIR3DL2","ENSG00000240403","KIR3DL2","killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KRTAP13-3","ENSG00000240432","KRTAP13-3","keratin associated protein 13-3 [Source:HGNC Symbol;Acc:HGNC:18925]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FOXO3B","ENSG00000240445","FOXO3B","forkhead box O3B [Source:HGNC Symbol;Acc:HGNC:3822]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TNFRSF13B","ENSG00000240505","TNFRSF13B","TNF receptor superfamily member 13B [Source:HGNC Symbol;Acc:HGNC:18153]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KRTAP9-1","ENSG00000240542","KRTAP9-1","keratin associated protein 9-1 [Source:HGNC Symbol;Acc:HGNC:18912]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"L1TD1","ENSG00000240563","L1TD1","LINE1 type transposase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25595]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AQP1","ENSG00000240583","AQP1","aquaporin 1 (Colton blood group) [Source:HGNC Symbol;Acc:HGNC:633]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C1QTNF9","ENSG00000240654","C1QTNF9","C1q and TNF related 9 [Source:HGNC Symbol;Acc:HGNC:28732]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ISY1","ENSG00000240682","ISY1","ISY1 splicing factor homolog [Source:HGNC Symbol;Acc:HGNC:29201]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PNMA2","ENSG00000240694","PNMA2","PNMA family member 2 [Source:HGNC Symbol;Acc:HGNC:9159]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LRRD1","ENSG00000240720","LRRD1","leucine rich repeats and death domain containing 1 [Source:HGNC Symbol;Acc:HGNC:34300]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KRBOX1","ENSG00000240747","KRBOX1","KRAB box domain containing 1 [Source:HGNC Symbol;Acc:HGNC:38708]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KRBOX1","ENSG00000290317","None","novel protein, ACKR2-ZNF662-KRBOX1 readthrough","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PCDHGC5","ENSG00000240764","PCDHGC5","protocadherin gamma subfamily C, 5 [Source:HGNC Symbol;Acc:HGNC:8718]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARHGEF25","ENSG00000240771","ARHGEF25","Rho guanine nucleotide exchange factor 25 [Source:HGNC Symbol;Acc:HGNC:30275]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PEDS1","ENSG00000240849","PEDS1","plasmanylethanolamine desaturase 1 [Source:HGNC Symbol;Acc:HGNC:16735]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
